Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
Net Intake Rate in Secondary Schools,Percent,Female,Zimbabwe,AFRZWE,2004,MoPSE_emis_2006,25.88,
Net Intake Rate in Secondary Schools,Percent,Male,Manicaland,AFRZWE001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,18.76,
Net Intake Rate in Secondary Schools,Percent,Total ,Manicaland,AFRZWE001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,21.24,
Net Intake Rate in Secondary Schools,Percent,Female,Manicaland,AFRZWE001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,23.73,
Net Intake Rate in Secondary Schools,Percent,Male,Manicaland,AFRZWE001,2004,MoES&C_EMIS_2004,18.76,
Net Intake Rate in Secondary Schools,Percent,Total ,Manicaland,AFRZWE001,2004,MoES&C_EMIS_2004,21.24,
Net Intake Rate in Secondary Schools,Percent,Female,Manicaland,AFRZWE001,2004,MoES&C_EMIS_2004,23.73,
Net Intake Rate in Secondary Schools,Percent,Male,Buhera,AFRZWE001001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,19.87,
Net Intake Rate in Secondary Schools,Percent,Total ,Buhera,AFRZWE001001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,24.42,
Net Intake Rate in Secondary Schools,Percent,Female,Buhera,AFRZWE001001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,28.99,
Net Intake Rate in Secondary Schools,Percent,Male,Buhera,AFRZWE001001,2004,MoES&C_EMIS_2004,19.87,
Net Intake Rate in Secondary Schools,Percent,Total ,Buhera,AFRZWE001001,2004,MoES&C_EMIS_2004,24.42,
Net Intake Rate in Secondary Schools,Percent,Female,Buhera,AFRZWE001001,2004,MoES&C_EMIS_2004,28.99,
Net Intake Rate in Secondary Schools,Percent,Male,Chimanimani,AFRZWE001002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,18.23,
Net Intake Rate in Secondary Schools,Percent,Total ,Chimanimani,AFRZWE001002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,21.77,
Net Intake Rate in Secondary Schools,Percent,Female,Chimanimani,AFRZWE001002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,25.27,
Net Intake Rate in Secondary Schools,Percent,Male,Chimanimani,AFRZWE001002,2004,MoES&C_EMIS_2004,18.23,
Net Intake Rate in Secondary Schools,Percent,Total ,Chimanimani,AFRZWE001002,2004,MoES&C_EMIS_2004,21.77,
Net Intake Rate in Secondary Schools,Percent,Female,Chimanimani,AFRZWE001002,2004,MoES&C_EMIS_2004,25.27,
Net Intake Rate in Secondary Schools,Percent,Male,Chipinge,AFRZWE001003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,12.33,
Net Intake Rate in Secondary Schools,Percent,Total ,Makoni,AFRZWE001004,2004,MoES&C_EMIS_2004,19.99,
Net Intake Rate in Secondary Schools,Percent,Female,Makoni,AFRZWE001004,2004,MoES&C_EMIS_2004,22.76,
Net Intake Rate in Secondary Schools,Percent,Male,Mutare,AFRZWE001005,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,23.89,
Net Intake Rate in Secondary Schools,Percent,Total ,Mutare,AFRZWE001005,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,26.45,
Net Intake Rate in Secondary Schools,Percent,Female,Mutare,AFRZWE001005,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,29.01,
Net Intake Rate in Secondary Schools,Percent,Male,Mutare,AFRZWE001005,2004,MoES&C_EMIS_2004,23.89,
Net Intake Rate in Secondary Schools,Percent,Total ,Mutare,AFRZWE001005,2004,MoES&C_EMIS_2004,26.45,
Net Intake Rate in Secondary Schools,Percent,Female,Mutare,AFRZWE001005,2004,MoES&C_EMIS_2004,29.01,
Net Intake Rate in Secondary Schools,Percent,Male,Mutasa,AFRZWE001006,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,20.78,
Net Intake Rate in Secondary Schools,Percent,Total ,Mutasa,AFRZWE001006,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,25.18,
Net Intake Rate in Secondary Schools,Percent,Female,Mutasa,AFRZWE001006,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,29.55,
Net Intake Rate in Secondary Schools,Percent,Male,Mutasa,AFRZWE001006,2004,MoES&C_EMIS_2004,20.78,
Net Intake Rate in Secondary Schools,Percent,Total ,Mutasa,AFRZWE001006,2004,MoES&C_EMIS_2004,25.18,
Net Intake Rate in Secondary Schools,Percent,Female,Mutasa,AFRZWE001006,2004,MoES&C_EMIS_2004,29.55,
Net Intake Rate in Secondary Schools,Percent,Female,Nyanga,AFRZWE001007,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,15.66,
Net Intake Rate in Secondary Schools,Percent,Total ,Nyanga,AFRZWE001007,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,16.91,
Net Intake Rate in Secondary Schools,Percent,Male,Nyanga,AFRZWE001007,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,18.12,
Net Intake Rate in Secondary Schools,Percent,Female,Nyanga,AFRZWE001007,2004,MoES&C_EMIS_2004,15.66,
Net Intake Rate in Secondary Schools,Percent,Total ,Nyanga,AFRZWE001007,2004,MoES&C_EMIS_2004,16.91,
Net Intake Rate in Secondary Schools,Percent,Male,Nyanga,AFRZWE001007,2004,MoES&C_EMIS_2004,18.12,
Net Intake Rate in Secondary Schools,Percent,Male,Mashonaland Central,AFRZWE002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,12.3,
Net Intake Rate in Secondary Schools,Percent,Total ,Mashonaland Central,AFRZWE002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,14.07,
Net Intake Rate in Secondary Schools,Percent,Female,Mashonaland Central,AFRZWE002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,15.86,
Net Intake Rate in Secondary Schools,Percent,Male,Mashonaland Central,AFRZWE002,2004,MoES&C_EMIS_2004,12.3,
Net Intake Rate in Secondary Schools,Percent,Total ,Mashonaland Central,AFRZWE002,2004,MoES&C_EMIS_2004,14.07,
Net Intake Rate in Secondary Schools,Percent,Female,Mashonaland Central,AFRZWE002,2004,MoES&C_EMIS_2004,15.86,
Net Intake Rate in Secondary Schools,Percent,Male,Bindura,AFRZWE002001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,15.82,
Net Intake Rate in Secondary Schools,Percent,Total ,Bindura,AFRZWE002001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,17.76,
Net Intake Rate in Secondary Schools,Percent,Female,Bindura,AFRZWE002001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,19.73,
Net Intake Rate in Secondary Schools,Percent,Male,Bindura,AFRZWE002001,2004,MoES&C_EMIS_2004,15.82,
Net Intake Rate in Secondary Schools,Percent,Total ,Bindura,AFRZWE002001,2004,MoES&C_EMIS_2004,17.76,
Net Intake Rate in Secondary Schools,Percent,Female,Bindura,AFRZWE002001,2004,MoES&C_EMIS_2004,19.73,
Net Intake Rate in Secondary Schools,Percent,Female,Muzarabani,AFRZWE002002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,1.85,
Net Intake Rate in Secondary Schools,Percent,Total ,Muzarabani,AFRZWE002002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,2.38,
Net Intake Rate in Secondary Schools,Percent,Male,Muzarabani,AFRZWE002002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,3.27,
Net Intake Rate in Secondary Schools,Percent,Female,Muzarabani,AFRZWE002002,2004,MoES&C_EMIS_2004,1.85,
Net Intake Rate in Secondary Schools,Percent,Total ,Muzarabani,AFRZWE002002,2004,MoES&C_EMIS_2004,2.38,
Net Intake Rate in Secondary Schools,Percent,Male,Muzarabani,AFRZWE002002,2004,MoES&C_EMIS_2004,3.27,
Net Intake Rate in Secondary Schools,Percent,Male,Guruve,AFRZWE002003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,10.47,
Net Intake Rate in Secondary Schools,Percent,Total ,Guruve,AFRZWE002003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,12.61,
Net Intake Rate in Secondary Schools,Percent,Female,Guruve,AFRZWE002003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,14.83,
Net Intake Rate in Secondary Schools,Percent,Male,Guruve,AFRZWE002003,2004,MoES&C_EMIS_2004,10.47,
Net Intake Rate in Secondary Schools,Percent,Total ,Guruve,AFRZWE002003,2004,MoES&C_EMIS_2004,12.61,
Net Intake Rate in Secondary Schools,Percent,Female,Guruve,AFRZWE002003,2004,MoES&C_EMIS_2004,14.83,
Net Intake Rate in Secondary Schools,Percent,Male,Mazowe,AFRZWE002004,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,19.28,
Net Intake Rate in Secondary Schools,Percent,Total ,Mazowe,AFRZWE002004,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,20.21,
Net Intake Rate in Secondary Schools,Percent,Female,Mazowe,AFRZWE002004,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,21.12,
Net Intake Rate in Secondary Schools,Percent,Male,Mazowe,AFRZWE002004,2004,MoES&C_EMIS_2004,19.28,
Net Intake Rate in Secondary Schools,Percent,Total ,Mazowe,AFRZWE002004,2004,MoES&C_EMIS_2004,20.21,
Net Intake Rate in Secondary Schools,Percent,Female,Mazowe,AFRZWE002004,2004,MoES&C_EMIS_2004,21.12,
Net Intake Rate in Secondary Schools,Percent,Total ,Mount_Darwin,AFRZWE002005,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,10.6,
Net Intake Rate in Secondary Schools,Percent,Male,Matobo,AFRZWE006006,2004,MoES&C_EMIS_2004,28.39,
Net Intake Rate in Secondary Schools,Percent,Total ,Matobo,AFRZWE006006,2004,MoES&C_EMIS_2004,31.44,
Net Intake Rate in Secondary Schools,Percent,Female,Matobo,AFRZWE006006,2004,MoES&C_EMIS_2004,34.62,
Net Intake Rate in Secondary Schools,Percent,Male,Midlands,AFRZWE007,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,16.84,
Net Intake Rate in Secondary Schools,Percent,Total ,Midlands,AFRZWE007,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,19.86,
Net Intake Rate in Secondary Schools,Percent,Female,Midlands,AFRZWE007,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,22.89,
Net Intake Rate in Secondary Schools,Percent,Male,Midlands,AFRZWE007,2004,MoES&C_EMIS_2004,16.84,
Net Intake Rate in Secondary Schools,Percent,Total ,Midlands,AFRZWE007,2004,MoES&C_EMIS_2004,19.86,
Net Intake Rate in Secondary Schools,Percent,Female,Midlands,AFRZWE007,2004,MoES&C_EMIS_2004,22.89,
Net Intake Rate in Secondary Schools,Percent,Male,Chirumanzu,AFRZWE007001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,21.11,
Net Intake Rate in Secondary Schools,Percent,Total ,Chirumanzu,AFRZWE007001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,22.37,
Net Intake Rate in Secondary Schools,Percent,Female,Chirumanzu,AFRZWE007001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,23.62,
Net Intake Rate in Secondary Schools,Percent,Male,Chirumanzu,AFRZWE007001,2004,MoES&C_EMIS_2004,21.11,
Net Intake Rate in Secondary Schools,Percent,Total ,Chirumanzu,AFRZWE007001,2004,MoES&C_EMIS_2004,22.37,
Net Intake Rate in Secondary Schools,Percent,Female,Chirumanzu,AFRZWE007001,2004,MoES&C_EMIS_2004,23.62,
Net Intake Rate in Secondary Schools,Percent,Male,Gokwe_South,AFRZWE007002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,11.33,
Net Intake Rate in Secondary Schools,Percent,Total ,Gokwe_South,AFRZWE007002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,13.99,
Net Intake Rate in Secondary Schools,Percent,Female,Gokwe_South,AFRZWE007002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,16.68,
Net Intake Rate in Secondary Schools,Percent,Male,Gokwe_South,AFRZWE007002,2004,MoES&C_EMIS_2004,11.33,
Net Intake Rate in Secondary Schools,Percent,Total ,Gokwe_South,AFRZWE007002,2004,MoES&C_EMIS_2004,13.99,
Net Intake Rate in Secondary Schools,Percent,Female,Gokwe_South,AFRZWE007002,2004,MoES&C_EMIS_2004,16.68,
Net Intake Rate in Secondary Schools,Percent,Male,Gweru,AFRZWE007003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,28.01,
Net Intake Rate in Secondary Schools,Percent,Total ,Gweru,AFRZWE007003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,32.19,
Net Intake Rate in Secondary Schools,Percent,Female,Gweru,AFRZWE007003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,36.27,
Net Intake Rate in Secondary Schools,Percent,Male,Gweru,AFRZWE007003,2004,MoES&C_EMIS_2004,28.01,
Net Intake Rate in Secondary Schools,Percent,Total ,Gweru,AFRZWE007003,2004,MoES&C_EMIS_2004,32.19,
Net Intake Rate in Secondary Schools,Percent,Female,Gweru,AFRZWE007003,2004,MoES&C_EMIS_2004,36.27,
Net Intake Rate in Secondary Schools,Percent,Male,Kwekwe,AFRZWE007004,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,31.83,
Net Intake Rate in Secondary Schools,Percent,Total ,Kwekwe,AFRZWE007004,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,36.85,
Net Intake Rate in Secondary Schools,Percent,Female,Kwekwe,AFRZWE007004,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,42.03,
Net Intake Rate in Secondary Schools,Percent,Male,Kwekwe,AFRZWE007004,2004,MoES&C_EMIS_2004,31.83,
Net Intake Rate in Secondary Schools,Percent,Total ,Kwekwe,AFRZWE007004,2004,MoES&C_EMIS_2004,36.85,
Net Intake Rate in Secondary Schools,Percent,Female,Kwekwe,AFRZWE007004,2004,MoES&C_EMIS_2004,42.03,
Net Intake Rate in Secondary Schools,Percent,Male,Mberengwa,AFRZWE007005,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,11.56,
Net Intake Rate in Secondary Schools,Percent,Total ,Mberengwa,AFRZWE007005,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,14.74,
Net Intake Rate in Secondary Schools,Percent,Female,Mberengwa,AFRZWE007005,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,17.88,
Net Intake Rate in Secondary Schools,Percent,Male,Mberengwa,AFRZWE007005,2004,MoES&C_EMIS_2004,11.56,
Net Intake Rate in Secondary Schools,Percent,Total ,Mberengwa,AFRZWE007005,2004,MoES&C_EMIS_2004,14.74,
Net Intake Rate in Secondary Schools,Percent,Female,Mberengwa,AFRZWE007005,2004,MoES&C_EMIS_2004,17.88,
Net Intake Rate in Secondary Schools,Percent,Male,Shurugwi,AFRZWE007006,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,20.37,
Net Intake Rate in Secondary Schools,Percent,Total ,Shurugwi,AFRZWE007006,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,23.92,
Net Intake Rate in Secondary Schools,Percent,Female,Shurugwi,AFRZWE007006,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,27.55,
Net Intake Rate in Secondary Schools,Percent,Male,Shurugwi,AFRZWE007006,2004,MoES&C_EMIS_2004,20.37,
Net Intake Rate in Secondary Schools,Percent,Total ,Shurugwi,AFRZWE007006,2004,MoES&C_EMIS_2004,23.92,
Net Intake Rate in Secondary Schools,Percent,Female,Shurugwi,AFRZWE007006,2004,MoES&C_EMIS_2004,27.55,
Net Intake Rate in Secondary Schools,Percent,Male,Zvishavane,AFRZWE007007,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,17.26,
Net Intake Rate in Secondary Schools,Percent,Total ,Zvishavane,AFRZWE007007,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,22.73,
Net Intake Rate in Secondary Schools,Percent,Female,Zvishavane,AFRZWE007007,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,28.09,
Net Intake Rate in Secondary Schools,Percent,Male,Zvishavane,AFRZWE007007,2004,MoES&C_EMIS_2004,17.26,
Net Intake Rate in Secondary Schools,Percent,Total ,Zvishavane,AFRZWE007007,2004,MoES&C_EMIS_2004,22.73,
Net Intake Rate in Secondary Schools,Percent,Female,Zvishavane,AFRZWE007007,2004,MoES&C_EMIS_2004,28.09,
Net Intake Rate in Secondary Schools,Percent,Female,Gokwe_North,AFRZWE007008,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,10.69,
Net Intake Rate in Secondary Schools,Percent,Male,Gokwe_North,AFRZWE007008,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,8.64,
Net Intake Rate in Secondary Schools,Percent,Total ,Gokwe_North,AFRZWE007008,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,9.65,
Net Intake Rate in Secondary Schools,Percent,Female,Gokwe_North,AFRZWE007008,2004,MoES&C_EMIS_2004,10.69,
Net Intake Rate in Secondary Schools,Percent,Male,Gokwe_North,AFRZWE007008,2004,MoES&C_EMIS_2004,8.64,
Net Intake Rate in Secondary Schools,Percent,Total ,Gokwe_North,AFRZWE007008,2004,MoES&C_EMIS_2004,9.65,
Net Intake Rate in Secondary Schools,Percent,Male,Masvingo,AFRZWE008,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,19.74,
Net Intake Rate in Secondary Schools,Percent,Total ,Masvingo,AFRZWE008,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,22.34,
Net Intake Rate in Secondary Schools,Percent,Female,Masvingo,AFRZWE008,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,24.93,
Net Intake Rate in Secondary Schools,Percent,Male,Masvingo,AFRZWE008,2004,MoES&C_EMIS_2004,19.74,
Net Intake Rate in Secondary Schools,Percent,Total ,Masvingo,AFRZWE008,2004,MoES&C_EMIS_2004,22.34,
Net Intake Rate in Secondary Schools,Percent,Female,Masvingo,AFRZWE008,2004,MoES&C_EMIS_2004,24.93,
Net Intake Rate in Secondary Schools,Percent,Male,Bikita,AFRZWE008001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,22.05,
Net Intake Rate in Secondary Schools,Percent,Total ,Bikita,AFRZWE008001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,24.23,
Net Intake Rate in Secondary Schools,Percent,Female,Bikita,AFRZWE008001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,26.42,
Net Intake Rate in Secondary Schools,Percent,Male,Bikita,AFRZWE008001,2004,MoES&C_EMIS_2004,22.05,
Net Intake Rate in Secondary Schools,Percent,Total ,Bikita,AFRZWE008001,2004,MoES&C_EMIS_2004,24.23,
Net Intake Rate in Secondary Schools,Percent,Female,Bikita,AFRZWE008001,2004,MoES&C_EMIS_2004,26.42,
Net Intake Rate in Secondary Schools,Percent,Male,Chiredzi,AFRZWE008002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,11.26,
Net Intake Rate in Secondary Schools,Percent,Total ,Chiredzi,AFRZWE008002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,13.28,
Net Intake Rate in Secondary Schools,Percent,Female,Chiredzi,AFRZWE008002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,15.24,
Net Intake Rate in Secondary Schools,Percent,Male,Chiredzi,AFRZWE008002,2004,MoES&C_EMIS_2004,11.26,
Net Intake Rate in Secondary Schools,Percent,Total ,Chiredzi,AFRZWE008002,2004,MoES&C_EMIS_2004,13.28,
Net Intake Rate in Secondary Schools,Percent,Female,Chiredzi,AFRZWE008002,2004,MoES&C_EMIS_2004,15.24,
Net Intake Rate in Secondary Schools,Percent,Male,Chivi,AFRZWE008003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,16.18,
Net Intake Rate in Secondary Schools,Percent,Total ,Chivi,AFRZWE008003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,21.37,
Net Intake Rate in Secondary Schools,Percent,Female,Chivi,AFRZWE008003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,26.63,
Net Intake Rate in Secondary Schools,Percent,Male,Chivi,AFRZWE008003,2004,MoES&C_EMIS_2004,16.18,
Net Intake Rate in Secondary Schools,Percent,Total ,Chivi,AFRZWE008003,2004,MoES&C_EMIS_2004,21.37,
Net Intake Rate in Secondary Schools,Percent,Female,Chivi,AFRZWE008003,2004,MoES&C_EMIS_2004,26.63,
Net Intake Rate in Secondary Schools,Percent,Male,Gutu,AFRZWE008004,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,30,
Net Intake Rate in Secondary Schools,Percent,Male,Nkayi,AFRZWE005005,2006,MoPSE_emis_2006,8.5,
Net Intake Rate in Secondary Schools,Percent,Male,Tsholotsho,AFRZWE005006,2006,MoPSE_emis_2006,10.5,
Net Intake Rate in Secondary Schools,Percent,Total ,Tsholotsho,AFRZWE005006,2006,MoPSE_emis_2006,12,
Net Intake Rate in Secondary Schools,Percent,Female,Tsholotsho,AFRZWE005006,2006,MoPSE_emis_2006,13.6,
Net Intake Rate in Secondary Schools,Percent,Male,Umguza,AFRZWE005007,2006,MoPSE_emis_2006,18.6,
Net Intake Rate in Secondary Schools,Percent,Total ,Umguza,AFRZWE005007,2006,MoPSE_emis_2006,27.8,
Net Intake Rate in Secondary Schools,Percent,Female,Umguza,AFRZWE005007,2006,MoPSE_emis_2006,37.5,
Net Intake Rate in Secondary Schools,Percent,Male,Matabeleland South,AFRZWE006,2006,MoPSE_emis_2006,11.38,
Net Intake Rate in Secondary Schools,Percent,Female,Mount_Darwin,AFRZWE002005,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,12.17,
Net Intake Rate in Secondary Schools,Percent,Male,Mount_Darwin,AFRZWE002005,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,9.05,
Net Intake Rate in Secondary Schools,Percent,Total ,Mount_Darwin,AFRZWE002005,2004,MoES&C_EMIS_2004,10.6,
Net Intake Rate in Secondary Schools,Percent,Female,Mount_Darwin,AFRZWE002005,2004,MoES&C_EMIS_2004,12.17,
Net Intake Rate in Secondary Schools,Percent,Male,Mount_Darwin,AFRZWE002005,2004,MoES&C_EMIS_2004,9.05,
Net Intake Rate in Secondary Schools,Percent,Male,Rushinga,AFRZWE002006,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,10.36,
Net Intake Rate in Secondary Schools,Percent,Total ,Rushinga,AFRZWE002006,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,12.9,
Net Intake Rate in Secondary Schools,Percent,Female,Rushinga,AFRZWE002006,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,15.45,
Net Intake Rate in Secondary Schools,Percent,Male,Rushinga,AFRZWE002006,2004,MoES&C_EMIS_2004,10.36,
Net Intake Rate in Secondary Schools,Percent,Total ,Rushinga,AFRZWE002006,2004,MoES&C_EMIS_2004,12.9,
Net Intake Rate in Secondary Schools,Percent,Female,Rushinga,AFRZWE002006,2004,MoES&C_EMIS_2004,15.45,
Net Intake Rate in Secondary Schools,Percent,Male,Shamva,AFRZWE002007,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,17.52,
Net Intake Rate in Secondary Schools,Percent,Total ,Shamva,AFRZWE002007,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,21.37,
Net Intake Rate in Secondary Schools,Percent,Female,Shamva,AFRZWE002007,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,25.27,
Net Intake Rate in Secondary Schools,Percent,Male,Shamva,AFRZWE002007,2004,MoES&C_EMIS_2004,17.52,
Net Intake Rate in Secondary Schools,Percent,Total ,Shamva,AFRZWE002007,2004,MoES&C_EMIS_2004,21.37,
Net Intake Rate in Secondary Schools,Percent,Female,Shamva,AFRZWE002007,2004,MoES&C_EMIS_2004,25.27,
Net Intake Rate in Secondary Schools,Percent,Male,Mashonaland East,AFRZWE003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,24.84,
Net Intake Rate in Secondary Schools,Percent,Total ,Mashonaland East,AFRZWE003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,28.02,
Net Intake Rate in Secondary Schools,Percent,Female,Mashonaland East,AFRZWE003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,31.32,
Net Intake Rate in Secondary Schools,Percent,Male,Mashonaland East,AFRZWE003,2004,MoES&C_EMIS_2004,24.84,
Net Intake Rate in Secondary Schools,Percent,Total ,Mashonaland East,AFRZWE003,2004,MoES&C_EMIS_2004,28.02,
Net Intake Rate in Secondary Schools,Percent,Female,Mashonaland East,AFRZWE003,2004,MoES&C_EMIS_2004,31.32,
Net Intake Rate in Secondary Schools,Percent,Male,Chikomba,AFRZWE003001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,33.66,
Net Intake Rate in Secondary Schools,Percent,Total ,Chikomba,AFRZWE003001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,36.58,
Net Intake Rate in Secondary Schools,Percent,Female,Chikomba,AFRZWE003001,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,39.62,
Net Intake Rate in Secondary Schools,Percent,Male,Chikomba,AFRZWE003001,2004,MoES&C_EMIS_2004,33.66,
Net Intake Rate in Secondary Schools,Percent,Total ,Chikomba,AFRZWE003001,2004,MoES&C_EMIS_2004,36.58,
Net Intake Rate in Secondary Schools,Percent,Female,Chikomba,AFRZWE003001,2004,MoES&C_EMIS_2004,39.62,
Net Intake Rate in Secondary Schools,Percent,Male,Goromonzi,AFRZWE003002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,32.52,
Net Intake Rate in Secondary Schools,Percent,Total ,Goromonzi,AFRZWE003002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,33.88,
Net Intake Rate in Secondary Schools,Percent,Female,Goromonzi,AFRZWE003002,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,35.28,
Net Intake Rate in Secondary Schools,Percent,Male,Goromonzi,AFRZWE003002,2004,MoES&C_EMIS_2004,32.52,
Net Intake Rate in Secondary Schools,Percent,Total ,Goromonzi,AFRZWE003002,2004,MoES&C_EMIS_2004,33.88,
Net Intake Rate in Secondary Schools,Percent,Female,Goromonzi,AFRZWE003002,2004,MoES&C_EMIS_2004,35.28,
Net Intake Rate in Secondary Schools,Percent,Male,Hwedza,AFRZWE003003,2004,ZIMSTAT_ Poverty In Zimbabwe _1995/96,18.69,
